Power Law graph parameters:
m=2	 alpha=2.5	 Nv=5000	 Ne=30000
beta=37 	  p=0.666667 
12989	2240	1908
12990	426	1786
12991	1309	2042
12992	2241	1769
12993	2241	273
12994	933	170
12995	1295	1502
12996	944	2008
12997	1646	1169
12998	2242	811
12999	2242	982
13000	2243	623
13001	2243	884
13002	763	466
13003	960	1418
13004	2244	1096
13005	2244	1758
13006	2245	1444
13007	2245	867
13008	1803	1682
13009	1063	1284
13010	1503	1718
13011	2096	1152
13012	1108	1804
13013	226	542
13014	2246	978
13015	2246	1935
13016	1389	2117
13017	1098	1494
13018	1390	2186
13019	2212	45
13020	2247	175
13021	2247	2179
13022	940	1024
13023	1524	314
13024	925	1734
13025	1436	2216
13026	2248	358
13027	2248	1625
13028	1943	1031
13029	853	2244
13030	2249	838
13031	2249	461
13032	2250	1457
13033	2250	2180
13034	2251	346
13035	2251	1237
13036	655	1001
13037	2107	1565
13038	336	1922
13039	2022	889
13040	2252	921
13041	2252	1635
13042	887	1456
13043	1638	1566
13044	665	910
13045	1318	1334
13046	901	2178
13047	992	987
13048	2253	1050
13049	2253	2010
13050	1289	1190
13051	975	421
13052	99	853
13053	613	1721
13054	470	1610
13055	1551	680
13056	1877	739
13057	1900	1841
13058	1750	2083
13059	295	2154
13060	2254	684
13061	2254	1446
13062	2255	2011
13063	2255	472
13064	1272	1709
13065	1766	1619
13066	2256	1641
13067	2256	1251
13068	1299	900
13069	881	2092
13070	2257	1145
13071	2257	1696
13072	1215	1395
13073	1197	1372
13074	432	463
13075	1614	406
13076	1869	1726
13077	1992	1817
13078	1433	1089
13079	688	1526
13080	2258	1303
13081	2258	958
13082	1552	1315
13083	1290	1685
13084	2259	1695
13085	2259	1421
13086	138	1762
13087	1292	1971
13088	857	1600
13089	1948	1320
13090	59	2244
13091	1576	1079
13092	2260	1371
13093	2260	835
13094	1725	663
13095	1085	1910
13096	1012	2099
13097	1642	1561
13098	1981	528
13099	1737	843
13100	941	382
13101	889	1707
13102	712	2009
13103	263	1828
13104	275	1743
13105	1774	2157
13106	1480	1075
13107	2228	539
13108	2261	829
13109	2261	60
13110	2262	1697
13111	2262	1104
13112	2263	1113
13113	2263	1563
13114	2264	442
13115	2264	434
13116	2265	2039
13117	2265	1379
13118	2266	1085
13119	2266	1070
13120	2267	1519
13121	2267	1758
13122	405	230
13123	1772	1523
13124	2268	1062
13125	2268	2197
13126	814	711
13127	1417	1964
13128	1764	679
13129	861	319
13130	2187	2088
13131	1911	2152
13132	2007	436
13133	1160	1381
13134	1291	547
13135	202	320
13136	2269	325
13137	2269	2159
13138	1614	1024
13139	969	2254
13140	2270	1862
13141	2270	682
13142	2161	1777
13143	1887	1002
13144	1451	1409
13145	1948	2123
13146	701	2088
13147	1194	1466
13148	1123	708
13149	496	1960
13150	2271	664
13151	2271	1675
13152	1406	1954
13153	1478	2102
13154	1707	1832
13155	1277	1210
13156	903	2262
13157	1768	2100
13158	888	618
13159	814	1292
13160	2272	2103
13161	2272	2180
13162	1580	1732
13163	1445	182
13164	2273	1231
13165	2273	2053
13166	1836	1674
13167	788	2009
13168	1262	515
13169	1713	178
13170	1385	1477
13171	1458	1016
13172	2274	1110
13173	2274	630
13174	125	2237
13175	1048	1885
13176	1878	1266
13177	1122	1436
13178	1336	734
13179	651	1013
13180	513	156
13181	1273	1262
13182	325	1241
13183	529	2023
13184	1476	1384
13185	1444	1275
13186	744	1411
13187	1475	2138
13188	2214	887
13189	998	1126
13190	1584	849
13191	2271	1089
13192	1582	2186
13193	1488	2018
13194	1970	1918
13195	2202	1738
13196	2275	749
13197	2275	355
13198	2276	624
13199	2276	1047
13200	587	1042
13201	273	1795
13202	516	605
13203	418	1960
13204	2277	866
13205	2277	389
13206	1245	993
13207	1108	2158
13208	1549	1980
13209	2183	636
13210	2278	1241
13211	2278	1532
13212	1611	1614
13213	487	530
13214	2279	1174
13215	2279	2211
13216	2082	1954
13217	2064	841
13218	462	1479
13219	1928	1711
13220	2280	1612
13221	2280	1817
13222	1060	1195
13223	1473	811
13224	526	2270
13225	510	338
13226	990	647
13227	2050	1388
13228	1018	2217
13229	2037	574
13230	2281	864
13231	2281	1815
13232	1850	2020
13233	2102	1745
13234	482	1855
13235	1533	2277
13236	2008	1374
13237	1054	1489
13238	1783	1734
13239	796	2169
13240	2282	1473
13241	2282	636
13242	495	1022
13243	67	939
13244	740	1005
13245	1935	2245
13246	1320	2023
13247	155	2204
13248	2235	257
13249	2276	707
13250	1395	1748
13251	1353	2238
13252	2094	998
13253	2062	828
13254	2283	1391
13255	2283	276
13256	190	2081
13257	541	2008
13258	1392	1781
13259	635	1050
13260	2022	786
13261	1592	591
13262	200	759
13263	2065	2194
13264	553	1908
13265	638	629
13266	2284	387
13267	2284	31
13268	2023	540
13269	1673	932
13270	436	1094
13271	1929	2194
13272	903	351
13273	2146	1957
13274	1344	827
13275	1707	2229
13276	2285	1960
13277	2285	1549
13278	2286	628
13279	2286	2204
13280	1438	1831
13281	1525	1340
13282	1035	308
13283	1408	880
13284	1101	1027
13285	2283	2014
13286	2287	1334
13287	2287	1562
13288	1737	1431
13289	2118	242
13290	744	1783
13291	243	1029
13292	2288	788
13293	2288	1861
13294	2289	1203
13295	2289	329
13296	2290	1880
13297	2290	1250
13298	2291	1485
13299	2291	2043
13300	1352	1006
13301	1840	902
13302	123	374
13303	836	1791
13304	2292	812
13305	2292	2232
13306	2293	1576
13307	2293	1348
13308	2294	186
13309	2294	1470
13310	1705	917
13311	2280	720
13312	2295	864
13313	2295	1689
13314	2296	1678
13315	2296	2110
13316	563	57
13317	1759	1071
13318	1656	1907
13319	2175	1046
13320	238	2295
13321	238	610
13322	342	2261
13323	1187	1763
13324	2297	372
13325	2297	440
13326	606	332
13327	818	780
13328	2298	1800
13329	2298	1845
13330	2299	1999
13331	2299	772
13332	1463	2238
13333	455	982
13334	2087	286
13335	1965	1025
13336	2300	1259
13337	2300	446
13338	1845	2167
13339	655	1134
13340	1165	1668
13341	2230	721
13342	1511	987
13343	1197	1375
13344	2249	73
13345	1292	904
13346	1006	686
13347	1227	319
13348	1752	1252
13349	788	1219
13350	1371	774
13351	1394	2090
13352	2301	687
13353	2301	1294
13354	2302	1818
13355	2302	1986
13356	1130	311
13357	1039	1968
13358	1868	1273
13359	1045	1420
13360	1995	1880
13361	1849	1517
13362	2303	731
13363	2303	522
13364	2210	2088
13365	2118	1757
13366	291	245
13367	1195	769
13368	2304	1576
13369	2304	1496
13370	2077	2296
13371	827	976
13372	2305	1226
13373	2305	1925
13374	2306	2016
13375	2306	1984
13376	1815	1056
13377	827	2128
13378	2149	958
13379	2153	2259
13380	2307	1197
13381	2307	1522
13382	2308	700
13383	2308	1628
13384	1532	1264
13385	1784	995
13386	2309	1818
13387	2309	2298
13388	2310	490
13389	2310	606
13390	2121	1678
13391	961	1781
13392	615	583
13393	425	861
13394	2172	1623
13395	541	579
13396	1653	612
13397	638	1920
13398	955	1318
13399	1791	2099
13400	2311	242
13401	2311	546
13402	2312	1734
13403	2312	40
13404	2313	511
13405	2313	2214
13406	1168	809
13407	1836	748
13408	2302	194
13409	1728	194
13410	2314	2267
13411	2314	1838
13412	1102	1007
13413	718	1473
13414	1456	974
13415	429	1037
13416	1415	1321
13417	1281	1545
13418	1155	1605
13419	163	2024
13420	2315	2012
13421	2315	2102
13422	2316	1228
13423	2316	507
13424	679	1682
13425	1822	2089
13426	2317	1039
13427	2317	949
13428	2313	1897
13429	1220	1653
13430	2318	129
13431	2318	143
13432	831	1703
13433	102	1065
13434	2195	229
13435	1087	1226
13436	2319	1036
13437	2319	1693
13438	855	657
13439	416	591
13440	2204	1297
13441	1124	502
13442	2320	1660
13443	2320	1483
13444	651	2125
13445	1165	1579
13446	206	1772
13447	2320	657
13448	2060	1234
13449	2133	1395
13450	1108	1406
13451	735	1485
13452	962	1252
13453	1267	606
13454	2054	2060
13455	1340	2009
13456	2312	1829
13457	1417	2160
13458	2321	897
13459	2321	1985
13460	2322	1776
13461	2322	2080
13462	1040	2290
13463	2106	1301
13464	1480	1960
13465	1929	2233
13466	319	1188
13467	675	1464
13468	2323	580
13469	2323	1070
13470	2324	1067
13471	2324	1080
13472	1886	108
13473	2314	669
13474	2092	885
13475	1661	1482
13476	2010	835
13477	568	1766
13478	18	1189
13479	1955	2098
13480	1839	960
13481	857	2092
13482	1209	1757
13483	1933	1222
13484	590	1464
13485	1347	338
13486	340	1910
13487	939	1627
13488	557	2307
13489	1777	2282
13490	1750	2124
13491	938	405
13492	2325	1109
13493	2325	2181
13494	2326	1313
13495	2326	1858
13496	1148	2166
13497	1025	527
13498	2327	1309
13499	2327	821
13500	2099	1216
13501	601	2055
13502	1500	1913
13503	1437	2030
13504	689	2100
13505	495	427
13506	1143	1334
13507	1001	667
13508	847	772
13509	773	2319
13510	1220	806
13511	1958	648
13512	907	112
13513	1725	2215
13514	833	1748
13515	1364	1666
13516	2198	1222
13517	185	1155
13518	2328	1554
13519	2328	1258
13520	2329	1715
13521	2329	1051
13522	2330	1161
13523	2330	192
13524	2331	856
13525	2331	1144
13526	1586	2274
13527	709	296
13528	2036	1109
13529	1297	1645
13530	2332	2016
13531	2332	1489
13532	2333	1838
13533	2333	1484
13534	2334	2106
13535	2334	206
13536	686	2012
13537	1635	667
13538	917	599
13539	2021	1652
13540	1936	2044
13541	1554	1011
13542	1011	1566
13543	227	890
13544	1802	2008
13545	1552	2038
13546	1520	1777
13547	3	972
13548	2235	660
13549	2032	428
13550	1563	1780
13551	1802	1204
13552	1714	2174
13553	1609	976
13554	2335	1831
13555	2335	1578
13556	643	1109
13557	618	2194
13558	2336	1199
13559	2336	2334
13560	2337	2065
13561	2337	635
13562	768	1893
13563	825	1401
13564	1035	1625
13565	211	805
13566	2338	1515
13567	2338	712
13568	2339	2310
13569	2339	1180
13570	2340	918
13571	2340	1419
13572	2341	1157
13573	2341	688
13574	2185	662
13575	2172	970
13576	865	2128
13577	2275	1503
13578	2342	1195
13579	2342	2326
13580	2343	2302
13581	2343	1362
13582	1842	2177
13583	942	1268
13584	2289	1933
13585	1050	2238
13586	476	1470
13587	2095	1953
13588	2344	747
13589	2344	989
13590	1461	690
13591	2049	527
13592	493	1371
13593	1960	1560
13594	2317	2202
13595	1017	1587
13596	295	411
13597	977	2198
13598	2293	2127
13599	1164	1528
13600	459	987
13601	1700	1920
13602	2345	1489
13603	2345	1605
13604	2346	1486
13605	2346	544
13606	2347	2327
13607	2347	1854
13608	2348	2285
13609	2348	736
13610	2349	1274
13611	2349	1436
13612	2074	169
13613	1671	1766
13614	1989	1841
13615	1241	891
13616	894	494
13617	2034	2203
13618	1204	2336
13619	196	2174
13620	842	2323
13621	334	2208
13622	2249	15
13623	813	740
13624	1378	440
13625	1717	695
13626	1697	578
13627	480	1388
13628	2350	1389
13629	2350	1545
13630	2351	1441
13631	2351	1480
13632	2352	30
13633	2352	1654
13634	2353	1018
13635	2353	803
13636	316	2208
13637	1030	1206
13638	503	1674
13639	1970	1496
13640	386	2210
13641	747	2030
13642	1370	690
13643	1338	1865
13644	2167	1149
13645	2261	299
13646	2155	686
13647	1214	681
13648	2354	1901
13649	2354	2307
13650	1799	2084
13651	2270	1953
13652	2355	1662
13653	2355	731
13654	1311	1879
13655	1603	1699
13656	2356	1873
13657	2356	323
13658	2357	2079
13659	2357	898
13660	1382	1585
13661	1714	1247
13662	932	1058
13663	2159	699
13664	1811	326
13665	1111	2335
13666	2358	1606
13667	2358	2242
13668	1157	1912
13669	1392	179
13670	2359	800
13671	2359	2131
13672	2360	1783
13673	2360	698
13674	1935	327
13675	1217	1997
13676	1288	968
13677	1684	1223
13678	2361	520
13679	2361	1909
13680	1344	1080
13681	1068	349
13682	1254	1934
13683	1536	2312
13684	1517	1725
13685	1796	1299
13686	144	1600
13687	1417	2246
13688	2362	900
13689	2362	266
13690	2363	242
13691	2363	1001
13692	2171	1598
13693	975	1080
13694	2236	1220
13695	1955	2269
13696	1951	463
13697	2205	2200
13698	505	19
13699	1375	520
13700	2198	1193
13701	2045	1212
13702	2364	1915
13703	2364	2062
13704	2365	1823
13705	2365	1407
13706	1820	812
13707	1426	712
13708	2366	747
13709	2366	888
13710	2245	2218
13711	1628	1679
13712	2367	644
13713	2367	1835
13714	1783	2132
13715	1138	2117
13716	1134	712
13717	2162	1894
13718	1627	2203
13719	67	602
13720	2148	1047
13721	1785	834
13722	2368	834
13723	2368	995
13724	273	1703
13725	1624	2134
13726	1998	938
13727	2292	735
13728	434	1593
13729	2287	2185
13730	2369	802
13731	2369	962
13732	2252	279
13733	2034	2106
13734	1937	703
13735	2014	2306
13736	2370	1441
13737	2370	2253
13738	2370	1031
13739	2140	1068
13740	1447	2014
13741	1117	1014
13742	1910	444
13743	1300	2364
13744	2371	2094
13745	2371	1537
13746	2372	1939
13747	2372	1830
13748	28	21
13749	499	1555
13750	2373	2183
13751	2373	1475
13752	1841	1299
13753	635	1347
13754	2374	2003
13755	2374	989
13756	2375	1797
13757	2375	493
13758	2376	1611
13759	2376	629
13760	2377	1941
13761	2377	1510
13762	822	1320
13763	101	954
13764	1491	2305
13765	1091	1743
13766	254	2206
13767	1749	872
13768	2378	917
13769	2378	2189
13770	1354	1827
13771	866	977
13772	666	1795
13773	930	698
13774	2379	1236
13775	2379	1827
13776	474	856
13777	1073	248
13778	163	1933
13779	582	1401
13780	2380	1907
13781	2380	144
13782	2157	761
13783	1359	1070
13784	1097	1213
13785	2090	735
13786	684	1195
13787	1817	520
13788	1356	1849
13789	642	1942
13790	2381	2136
13791	2381	1588
13792	1211	519
13793	1400	1069
13794	2382	856
13795	2382	1318
13796	1437	827
13797	2055	1646
13798	2168	54
13799	1429	1312
13800	2383	2297
13801	2383	702
13802	999	1592
13803	1413	1847
13804	478	2139
13805	1182	149
13806	219	1593
13807	1892	1856
13808	2384	2358
13809	2384	1062
13810	1814	776
13811	1892	2136
13812	1314	2093
13813	2118	1752
13814	2385	2154
13815	2385	1625
13816	1249	2228
13817	650	1565
13818	1797	1342
13819	2108	1785
13820	910	2156
13821	2058	1843
13822	1515	694
13823	1904	1879
13824	2386	1647
13825	2386	1145
13826	82	1383
13827	181	1384
13828	2297	2187
13829	51	726
13830	1553	1884
13831	2032	609
13832	2387	2192
13833	2387	1424
13834	2388	2340
13835	2388	1461
13836	2389	43
13837	2389	2175
13838	2390	1313
13839	2390	1720
13840	370	1904
13841	498	2115
13842	2391	2127
13843	2391	1119
13844	2392	809
13845	2392	2380
13846	1756	2297
13847	2279	780
13848	13	706
13849	975	2364
13850	1743	1192
13851	527	2007
13852	1587	1748
13853	2132	886
13854	1101	2220
13855	644	1675
13856	2393	1793
13857	2393	228
13858	2374	153
13859	2197	1367
13860	1754	2307
13861	1166	662
13862	1264	1625
13863	1128	1470
13864	2067	208
13865	2091	945
13866	1885	1261
13867	877	2161
13868	1420	923
13869	1429	2098
13870	760	1463
13871	978	1994
13872	1176	1059
13873	1290	2241
13874	2394	797
13875	2394	1193
13876	2395	1866
13877	2395	2117
13878	2396	1256
13879	2396	1081
13880	564	1275
13881	1789	1694
13882	1309	1089
13883	2116	949
13884	2397	907
13885	2397	1570
13886	2398	720
13887	2398	2259
13888	395	1687
13889	1005	391
13890	2399	1103
13891	2399	1489
13892	192	2337
13893	1141	1725
13894	2400	1745
13895	2400	367
13896	2356	1845
13897	324	480
13898	2401	1513
13899	2401	2373
13900	1688	969
13901	2006	1073
13902	953	2047
13903	2120	2232
13904	2402	468
13905	2402	1179
13906	2166	71
13907	761	910
13908	429	1498
13909	2228	2399
13910	2403	1686
13911	2403	2229
13912	890	1652
13913	1796	1841
13914	2404	2338
13915	2404	1935
13916	2405	581
13917	2405	2198
13918	1914	1448
13919	362	2361
13920	2099	1799
13921	1679	2067
13922	438	1750
13923	1089	1752
13924	2406	1005
13925	2406	2358
13926	638	2313
13927	346	611
13928	849	897
13929	719	1497
13930	1945	2329
13931	1753	172
13932	2407	2076
13933	2407	2235
13934	2408	72
13935	2408	1334
13936	635	1902
13937	620	1334
13938	1099	1813
13939	2171	1493
13940	2409	2282
13941	2409	1767
13942	2410	1487
13943	2410	1243
13944	2181	243
13945	1014	1060
13946	2411	1933
13947	2411	2313
13948	2412	1542
13949	2412	456
13950	2413	1209
13951	2413	1595
13952	599	1039
13953	1490	1634
13954	1495	1203
13955	863	833
13956	1613	1781
13957	95	1273
13958	326	836
13959	1377	1498
13960	2414	1619
13961	2414	1749
13962	1891	1294
13963	1782	500
13964	2415	385
13965	2415	1229
13966	1902	1592
13967	1446	1920
13968	667	1573
13969	1982	1045
13970	2416	871
13971	2416	1571
13972	2417	484
13973	2417	776
13974	1805	698
13975	101	1748
13976	2256	1656
13977	1568	929
13978	2418	1788
13979	2418	344
13980	1529	953
13981	501	2080
13982	601	1519
13983	1259	2101
13984	5	859
13985	1108	511
13986	1051	1149
13987	1731	1996
13988	2056	2078
13989	1177	2313
13990	2419	1226
13991	2419	1156
13992	2420	1506
13993	2420	1130
13994	2421	554
13995	2421	692
13996	2339	1585
13997	723	937
13998	2197	1545
13999	2098	921
14000	1440	1739
14001	1712	2240
14002	920	1523
14003	740	1558
14004	2422	1764
14005	2422	1708
14006	1633	1212
14007	2263	1412
14008	2423	2113
14009	2423	574
14010	2424	1008
14011	2424	2040
14012	2425	1392
14013	2425	1951
14014	1885	1863
14015	1850	1962
14016	454	259
14017	2205	2106
14018	2426	2222
14019	2426	358
14020	2427	1762
14021	2427	696
14022	1356	1400
14023	1174	1812
14024	2347	144
14025	1459	2406
14026	1799	1769
14027	940	9
14028	1065	1406
14029	1705	2029
14030	2428	923
14031	2428	1670
14032	2429	556
14033	2429	1464
14034	49	1791
14035	1194	1484
14036	2430	1963
14037	2430	2226
14038	2431	1541
14039	2431	803
14040	2432	714
14041	2432	1140
14042	1942	1355
14043	1110	2152
14044	2321	466
14045	1380	1387
14046	2433	1132
14047	2433	179
14048	2434	1490
14049	2434	807
14050	289	2388
14051	2268	2174
14052	2435	496
14053	2435	740
14054	1988	480
14055	2186	1753
14056	814	1399
14057	1321	876
14058	2436	596
14059	2436	1872
14060	1982	529
14061	505	2425
14062	2437	2170
14063	2437	1724
14064	2279	699
14065	1132	422
14066	1195	1168
14067	2248	1938
14068	2438	1386
14069	2438	1793
14070	2439	2311
14071	2439	2016
14072	1989	1304
14073	2212	502
14074	2210	720
14075	924	1876
14076	2440	591
14077	2440	1168
14078	2441	2401
14079	2441	1027
14080	1834	1369
14081	1773	1687
14082	331	2266
14083	1372	1638
14084	1463	1093
14085	2058	1224
14086	1493	1984
14087	1642	1685
14088	2442	1410
14089	2442	2136
14090	2443	310
14091	2443	67
14092	1884	1601
14093	257	1308
14094	1033	1707
14095	1823	2432
14096	2444	1627
14097	2444	1336
14098	879	2220
14099	410	1825
14100	1815	1549
14101	1478	2426
14102	687	2339
14103	1982	2149
14104	2135	1317
14105	1364	2046
14106	1517	1340
14107	996	1133
14108	1111	2042
14109	1430	915
14110	2445	2109
14111	2445	591
14112	1494	941
14113	1538	240
14114	2428	2255
14115	1998	452
14116	2446	2322
14117	2446	1100
14118	1692	1164
14119	2008	2313
14120	611	2195
14121	2119	298
14122	413	868
14123	366	582
14124	2164	2421
14125	1923	2284
14126	343	763
14127	1758	1872
14128	2225	2127
14129	682	874
14130	2338	509
14131	513	576
14132	1450	595
14133	2372	378
14134	2447	2119
14135	2447	464
14136	1746	2411
14137	1515	1982
14138	2390	1509
14139	2216	2375
14140	616	1695
14141	2235	1341
14142	2175	274
14143	1845	1168
14144	1452	1910
14145	1928	2387
14146	2448	1118
14147	2448	1618
14148	93	1284
14149	2220	1423
14150	1392	587
14151	1187	588
14152	2198	2245
14153	1755	2230
14154	1989	1882
14155	2376	372
14156	2449	1402
14157	2449	2138
14158	2450	1998
14159	2450	2445
14160	2112	1362
14161	1655	1469
14162	1424	761
14163	1275	2154
14164	1519	2350
14165	974	2061
14166	290	393
14167	653	1600
14168	2237	622
14169	1791	2376
14170	2451	558
14171	2451	2251
14172	1254	307
14173	1696	63
14174	2393	1627
14175	1411	493
14176	1649	1949
14177	2010	1726
14178	2003	2127
14179	165	2276
14180	2410	2215
14181	1016	870
14182	845	2363
14183	354	680
14184	1996	110
14185	281	1640
14186	1442	6
14187	246	1199
14188	2452	1871
14189	2452	90
14190	2393	2269
14191	1122	1162
14192	455	1568
14193	1307	1833
14194	46	2230
14195	2028	261
14196	364	2224
14197	2362	1758
14198	1163	2327
14199	1614	2288
14200	2453	2003
14201	2453	1993
14202	773	955
14203	2302	1500
14204	316	1087
14205	1727	1941
14206	1693	321
14207	834	2162
14208	2454	893
14209	2454	1145
14210	1177	546
14211	1096	1365
14212	2455	911
14213	2455	1757
14214	2456	1227
14215	2456	1951
14216	1983	2084
14217	2217	1077
14218	1600	1125
14219	1619	1488
14220	1698	1108
14221	1933	87
14222	2457	287
14223	2457	868
14224	745	324
14225	1107	1962
14226	2458	2098
14227	2458	727
14228	1888	2332
14229	1294	719
14230	916	1109
14231	1527	202
14232	2459	2383
14233	2459	1358
14234	632	1470
14235	1651	320
14236	2460	677
14237	2460	611
14238	2109	1267
14239	2084	2306
14240	2461	1060
14241	2461	1051
14242	1284	2308
14243	1280	1200
14244	1279	1057
14245	2381	1958
14246	1101	1341
14247	872	2321
14248	2462	1701
14249	2462	1202
